dataset,model,sensitive,mechanism,level,seed,demographic_parity_difference,equalized_odds_difference,disparate_impact_ratio,accuracy,balanced_accuracy,positive_prediction_rate,mean_predicted_prob,std_predicted_prob,mean_group_predictive_entropy,mean_ece_per_group,ece_disparity,selective_fairness_auc,n_params,n_train_effective,label_flip_fraction,skip_reason,python,versions
compas,logreg,sex,label_noise,0.1,3,0.155466,0.155508,0.561059,0.682437,0.667831,0.322748,0.463861,0.150074,0.643089,0.075126,0.034378,0.182869,6,4629,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.1,4,0.109218,0.079968,0.70425,0.686325,0.674224,0.349968,0.471292,0.157317,0.648012,0.097509,0.080703,0.133974,6,4629,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.2,0,0.159386,0.135726,0.608977,0.690214,0.680734,0.378483,0.48213,0.117441,0.663999,0.110847,0.039732,0.171299,6,4629,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.2,1,0.127315,0.157371,0.547977,0.666235,0.645434,0.255995,0.462314,0.106136,0.667239,0.08799,0.038227,0.13811,6,4629,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.2,2,0.12616,0.098824,0.650025,0.687622,0.674235,0.33571,0.474025,0.115415,0.66441,0.113098,0.057949,0.195788,6,4629,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.2,3,0.180516,0.181386,0.511616,0.683733,0.67008,0.333117,0.470527,0.115917,0.663155,0.110557,0.045442,0.174161,6,4629,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.2,4,0.107779,0.089917,0.670964,0.685029,0.66915,0.30849,0.470898,0.113119,0.669621,0.130097,0.102111,0.130334,6,4629,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.3,0,0.150542,0.158932,0.525417,0.674012,0.656335,0.289695,0.475645,0.080113,0.678527,0.125217,0.043922,0.150997,6,4629,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.3,1,0.118076,0.128563,0.635415,0.666235,0.649436,0.300065,0.477403,0.071512,0.681587,0.120738,0.032755,0.12748,6,4629,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.3,2,0.103417,0.109216,0.72831,0.688918,0.677779,0.360337,0.480203,0.078991,0.679206,0.132259,0.019034,0.174054,6,4629,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.3,3,0.17511,0.198577,0.462442,0.67466,0.657047,0.290343,0.474376,0.082806,0.677642,0.116145,0.034507,0.166803,6,4629,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.3,4,0.087719,0.072415,0.752987,0.682437,0.669362,0.339598,0.482756,0.07656,0.682826,0.157391,0.092258,0.116863,6,4629,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.4,0,0.11683,0.12665,0.468149,0.635774,0.609486,0.198315,0.485192,0.032261,0.690636,0.128514,0.074282,0.108789,6,4629,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.4,1,0.041754,0.064097,0.915671,0.628645,0.628491,0.486714,0.491468,0.052708,0.687347,0.098865,0.009644,0.093529,6,4629,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.4,2,0.149947,0.180686,0.491984,0.678548,0.658731,0.265716,0.489056,0.034702,0.690469,0.16266,0.040381,0.179069,6,4629,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.4,3,0.15362,0.139467,0.543223,0.671419,0.655134,0.30525,0.489722,0.045444,0.688707,0.154435,0.050795,0.172997,6,4629,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.4,4,0.115171,0.085073,0.565972,0.650032,0.628098,0.244977,0.484105,0.055224,0.687313,0.131788,0.089378,0.132012,6,4629,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,1.0,0,0.163081,0.148721,0.557752,0.683085,0.669956,0.33895,0.459252,0.191779,0.610793,0.057255,0.038814,0.179551,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,1.0,1,0.134466,0.145209,0.622637,0.67466,0.660579,0.329229,0.451531,0.183818,0.616732,0.050717,0.050286,0.142136,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,1.0,2,0.138047,0.132843,0.600983,0.686325,0.671398,0.318859,0.448499,0.182946,0.614566,0.058241,0.051497,0.193546,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,1.0,3,0.16517,0.165678,0.542064,0.685677,0.67151,0.327285,0.45165,0.189293,0.610862,0.06246,0.042602,0.182945,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,1.0,4,0.103432,0.078001,0.712562,0.685677,0.672805,0.341542,0.457869,0.191438,0.622644,0.075628,0.079978,0.133715,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.5,0,0.158188,0.146968,0.538252,0.678548,0.663087,0.313675,0.449003,0.17778,0.619453,0.05918,0.046393,0.163735,6,2314,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.5,1,0.121573,0.121959,0.655682,0.674012,0.659867,0.328581,0.451149,0.186383,0.614674,0.050298,0.054546,0.144494,6,2314,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.5,2,0.124412,0.129314,0.621886,0.688918,0.672717,0.304601,0.437807,0.190859,0.603972,0.054237,0.053235,0.18746,6,2314,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.5,3,0.158671,0.153814,0.55201,0.681789,0.667119,0.3221,0.449946,0.182542,0.616072,0.054768,0.027419,0.180715,6,2314,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.5,4,0.097886,0.069993,0.714874,0.683085,0.668779,0.325988,0.45081,0.183484,0.626746,0.075312,0.080973,0.130022,6,2314,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.2,0,0.148329,0.120875,0.632529,0.680493,0.670756,0.376539,0.488065,0.20624,0.602213,0.053154,0.032196,0.184861,6,926,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.2,1,0.12204,0.139343,0.616445,0.672715,0.655382,0.293584,0.428531,0.187374,0.60539,0.046924,0.033158,0.127271,6,926,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.2,2,0.130627,0.128824,0.657554,0.690862,0.679327,0.3558,0.458778,0.186509,0.614526,0.064523,0.051403,0.19856,6,926,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.2,3,0.165672,0.180266,0.51093,0.670123,0.653828,0.30525,0.44918,0.183608,0.615782,0.036504,0.030281,0.181978,6,926,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.2,4,0.082755,0.057166,0.768505,0.680493,0.667696,0.342839,0.451501,0.175376,0.632494,0.076085,0.07856,0.113244,6,926,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.1,0,0.172567,0.221432,0.444882,0.676604,0.658007,0.279326,0.444849,0.172308,0.622609,0.041197,0.023876,0.157008,6,463,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.1,1,0.110836,0.129914,0.727445,0.674012,0.664929,0.384316,0.468779,0.180778,0.623987,0.055128,0.033552,0.143184,6,463,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.1,2,0.138507,0.183824,0.522919,0.67466,0.654575,0.263124,0.41977,0.197043,0.592983,0.047022,0.059683,0.187495,6,463,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.1,3,0.161418,0.131205,0.574507,0.680493,0.668049,0.346727,0.457851,0.217356,0.585424,0.048252,0.035272,0.176151,6,463,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.1,4,0.102679,0.073326,0.722547,0.681789,0.669826,0.351912,0.469025,0.185248,0.630152,0.082039,0.063358,0.140703,6,463,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.05,0,0.132451,0.166357,0.490789,0.657809,0.635115,0.235904,0.414643,0.211304,0.577377,0.047916,0.030263,0.146389,6,231,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.05,1,0.073099,0.092721,0.873514,0.640311,0.647198,0.563189,0.515499,0.183689,0.624972,0.039464,0.00322,0.109793,6,231,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.05,2,0.125104,0.087647,0.716918,0.695399,0.689493,0.417369,0.495731,0.20461,0.606659,0.074135,0.056004,0.198978,6,231,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.05,3,0.091803,0.092282,0.836927,0.66429,0.669666,0.544394,0.497817,0.144587,0.649749,0.045812,0.015978,0.168728,6,231,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.05,4,0.119965,0.097613,0.589339,0.659106,0.6396,0.270901,0.427457,0.201543,0.604337,0.055509,0.045583,0.126896,6,231,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.02,0,0.133649,0.148515,0.588947,0.66429,0.647535,0.300713,0.482493,0.198764,0.609229,0.06669,0.043231,0.169122,6,93,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.02,1,0.063635,0.077058,0.852078,0.650032,0.643755,0.417369,0.463365,0.190207,0.617843,0.054805,0.023992,0.094903,6,93,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.02,2,0.128708,0.204412,0.40001,0.639663,0.612582,0.189242,0.360146,0.220022,0.53667,0.08418,0.030101,0.154809,6,93,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.02,3,0.160959,0.143402,0.602126,0.688918,0.678838,0.372003,0.493066,0.183785,0.625373,0.071668,0.033707,0.215285,6,93,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,subsample,0.02,4,0.060229,0.065174,0.827723,0.663642,0.650354,0.33895,0.476398,0.193196,0.626168,0.095093,0.090366,0.10583,6,93,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.0,0,0.452736,1.0,0.0,0.683085,0.669956,0.33895,0.459252,0.191779,0.622204,0.127695,0.36742,0.496329,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.0,1,1.0,1.0,0.0,0.67466,0.660579,0.329229,0.451531,0.183818,0.613201,0.088494,0.174347,0.521704,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.0,2,0.801484,0.657534,0.198516,0.686325,0.671398,0.318859,0.448499,0.182946,0.585587,0.136282,0.324255,0.785524,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.0,3,0.502488,1.0,0.246269,0.685677,0.67151,0.327285,0.45165,0.189293,0.587121,0.153562,0.350107,0.57611,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.0,4,0.451128,1.0,0.0,0.685677,0.672805,0.341542,0.457869,0.191438,0.622499,0.158591,0.333022,0.479015,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.3,0,0.45398,1.0,0.0,0.686973,0.673876,0.33895,0.4592,0.191192,0.622122,0.126109,0.364347,0.492825,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.3,1,1.0,1.0,0.0,0.676604,0.662834,0.332469,0.452025,0.182355,0.614265,0.090586,0.172956,0.520876,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.3,2,0.801484,0.657534,0.198516,0.684381,0.669262,0.316915,0.448879,0.181784,0.58847,0.136399,0.329297,0.785426,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.3,3,0.502488,1.0,0.246269,0.685677,0.67151,0.327285,0.451787,0.189844,0.58871,0.155601,0.352696,0.575866,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.3,4,0.463659,1.0,0.0,0.686973,0.675407,0.3558,0.459011,0.188707,0.624524,0.160532,0.338902,0.480252,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.5,0,0.449005,1.0,0.0,0.685029,0.671386,0.333117,0.460213,0.18648,0.625329,0.129611,0.362562,0.493484,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.5,1,0.409091,0.928571,0.181818,0.67466,0.660344,0.326636,0.452516,0.177381,0.616954,0.159657,0.49231,0.459743,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.5,2,0.5,0.666667,0.25,0.685029,0.669974,0.317563,0.44963,0.175739,0.591823,0.099833,0.247831,0.723038,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.5,3,0.5,1.0,0.25,0.684381,0.670792,0.333765,0.451436,0.18308,0.593004,0.150667,0.349056,0.585108,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.5,4,0.447368,0.625,0.0,0.683085,0.669838,0.337654,0.458311,0.182459,0.629112,0.151686,0.351586,0.472955,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.7,0,0.231061,0.818182,0.306818,0.636423,0.614083,0.241737,0.448999,0.164901,0.644106,0.136745,0.345779,0.357265,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.7,1,0.297818,0.423559,0.0,0.640959,0.617303,0.226831,0.439484,0.152086,0.638021,0.189442,0.5449,0.350186,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.7,2,0.520681,0.666667,0.218978,0.63059,0.607908,0.238496,0.442814,0.151891,0.612998,0.104664,0.384121,0.408719,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.7,3,0.547264,1.0,0.179104,0.627349,0.6047,0.239145,0.445262,0.160308,0.614269,0.12577,0.298166,0.669302,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.7,4,0.319549,0.436321,0.0,0.631886,0.609568,0.242385,0.45145,0.161021,0.64775,0.152603,0.338009,0.377851,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.9,0,0.0,0.0,1.0,0.545042,0.5,0.0,0.456009,0.0,0.688861,0.083988,0.066667,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.9,1,0.0,0.0,1.0,0.545042,0.5,0.0,0.456142,0.0,0.688948,0.120664,0.331885,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.9,2,0.0,0.0,1.0,0.545042,0.5,0.0,0.457221,0.0,0.688942,0.192931,0.497948,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.9,3,0.0,0.0,1.0,0.545042,0.5,0.0,0.457949,0.0,0.689554,0.139938,0.402985,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.9,4,0.0,0.0,1.0,0.545042,0.5,0.0,0.458031,0.0,0.689562,0.172038,0.389535,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.95,0,0.0,0.0,1.0,0.545042,0.5,0.0,0.456009,0.0,0.688861,0.083988,0.066667,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.95,1,0.0,0.0,1.0,0.545042,0.5,0.0,0.456142,0.0,0.688948,0.120664,0.331885,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.95,2,0.0,0.0,1.0,0.545042,0.5,0.0,0.457221,0.0,0.688942,0.192931,0.497948,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune,0.95,3,0.0,0.0,1.0,0.545042,0.5,0.0,0.457949,0.0,0.689554,0.139938,0.402985,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
